PROXY_NYT_ENG_20080919_0209.7	deface-01	:ARG2	attack-01
PROXY_NYT_ENG_20040724_0084.29	gesture-01	:ARG2	person
ENG_DF_000170_20050903_C00020J0V_0001.55	service-06	:ARG2	and
DF-200-192400-625_7200.10	curl-01	:ARG2	under
DF-200-192400-625_7200.10	straighten-01	:ARG2	surgery-01
NW_AFP_ENG_0012_2003_0419.7	sweep-up-04	:ARG3	flood-01
PROXY_NYT_ENG_20040724_0084.17	secure-01	:ARG2	country
PROXY_NYT_ENG_20080919_0209.24	strain-02	:ARG2	religious-group
DF-200-192400-625_6304.22	shut-off-03	:ARG2	person
PROXY_NYT_ENG_20020406_0118.29	isolate-01	:ARG2	environment
PROXY_NYT_ENG_20071115_0274.8	devise-01	:ARG2	maintain-01
DF-200-192400-625_7806.3	ring-01	:ARG2	alarm-01
PROXY_XIN_ENG_20040407_0026.16	foil-01	:ARG2	plot-01
DF-200-192400-625_7557.3	slit-01	:ARG3	staple
bolt12_6455_6562.26	remark-01	:ARG2	country
wb.eng_0003.15	overtax-01	:ARG2	road
PROXY_NYT_ENG_20040724_0084.11	misidentify-00	:ARG2	carrier
PROXY_XIN_ENG_20040403_0262.13	enlarge-01	:ARG2	sphere
wb.eng_0003.80	commute-01	:ARG2	location
PROXY_NYT_ENG_20050716_0171.28	work-out-05	:ARG2	rate-entity-91
DF-200-192400-625_7557.2	slit-01	:ARG3	scissors
wb.eng_0003.82	zone-01	:ARG2	speed-quantity
DF-200-192400-625_6304.1	gel-00	:ARG2	university
DF-200-192400-625_6304.20	break-01	:ARG3	chunk
NW_AFP_ENG_0010_2003_0401.7	take-on-09	:ARG2	agency
bolt12_64556_5627.3	bump-01	:ARG2	fleet
NW_XIN_ENG_0195_2008_0420.16	pass-06	:ARG2	bridge
PROXY_NYT_ENG_20020406_0118.39	cut-off-04	:ARG4	installation
bolt12_6455_6561.28	stir-02	:ARG2	scene
bolt12_9145_5538.1	dawn-01	:ARG2	i
bolt12_6455_6562.1	linger-01	:ARG2	and
